;database_title;city;views;downloads;last_updated;download_link;description
1020;Archived - Councillor Representation Allowance Expense ; winnipeg  ;2432;493;2016-11-15 16:12:10+00:00;  https://data.winnipeg.ca/d/hf5d-j4aj ;Archived - Councillor Representation Allowance Expense - City councillor representation allowance expenses.  Records begin Jan 1, 2014. This dataset is no longer updated but kept for archival purposes until December 31st, 2017.  Please see the combined Council expenses here: https://data.winnipeg.ca/Council-Services/Council-Member-Expenses/mgde-4fua
1021;Capital Expenditures ; winnipeg  ;1917;440;2017-11-07 18:03:50+00:00;  https://data.winnipeg.ca/d/8xrn-n992 ;Capital Expenditures - The Capital Expenditures open data provides information concerning the Public Service’s delivery of approved capital projects and programs, thereby enhancing accountability to the public. Reporting on the progress of all open capital projects and programs supports the Public Service in ensuring that financial resources are being utilized in a timely manner and properly prioritized.<br><br>  Open Data records begin with January 31, 2016 reporting
1022;Burial Records ; winnipeg  ;1849;196;2017-05-23 20:27:09+00:00;  https://data.winnipeg.ca/d/iibp-28fx ;Burial Records - Locations of all deceased interred in Winnipeg cemetaries
1023;Archived - Mayor's Office Expenses ; winnipeg  ;1537;348;2016-11-15 16:12:43+00:00;  https://data.winnipeg.ca/d/3kmj-eezt ;Archived - Mayor's Office Expenses - Mayor's Office Expenses. Records begin January 1, 2014.  This dataset is no longer updated but kept for archival purposes until December 31st, 2017.  Please see the combined Council expenses here: https://data.winnipeg.ca/Council-Services/Council-Member-Expenses/mgde-4fua
1024;Detailed Building Permit Data ; winnipeg  ;1512;419;2017-11-15 21:25:57+00:00;  https://data.winnipeg.ca/d/it4w-cpf4 ;Detailed Building Permit Data - Issued Building Permits since 2010
1025;311 Service Request ; winnipeg  ;1369;233;2017-11-23 10:20:44+00:00;  https://data.winnipeg.ca/d/4her-3th5 ;311 Service Request - Service Requests received by 311. The following Service Requests have their location randomized: Dog Complaints, Graffiti, Mosquito Complaints, Neighborhood Liveability Complaints, Sewer Backups, and Vacant or Derelict Building Complaints.  The randomization function changes the location to less than 500m in the X and Y directions, and always within the same neighbourhood.  The randomization occurs as a mechanism to ensure privacy for sensitive service requests.
1026; City of Winnipeg; winnipeg  ;1116;262;2017-11-01 12:46:58+00:00;  https://data.winnipeg.ca/d/cam2-ii3u ;Addresses - City of Winnipeg Currently Active Official Property Addresses and Associated Coordinates
1027;Council Member Expenses ; winnipeg  ;859;221;2017-10-30 19:40:57+00:00;  https://data.winnipeg.ca/d/mgde-4fua ;Council Member Expenses - Expenses of City Council Members. Records begin Jan 1, 2014.
1028;Lane Closure ; winnipeg  ;820;3900;2017-11-23 10:58:47+00:00;  https://data.winnipeg.ca/d/h367-iifg ;Lane Closure - Current lane and street closures.
1029;Census 2006 - Income ; winnipeg  ;808;329;2017-04-19 20:44:23+00:00;  https://data.winnipeg.ca/d/x4f4-489t ;Census 2006 - Income - Characteristics of income (composition of income, employment income, annual income, and incidence of low income) organized by neighbourhoods, neighbourhood clusters, wards, community areas, and custom areas including downtown and the entire city.
1030;Daily Adult Mosquito Trap Data ; winnipeg  ;759;133;2017-11-23 20:00:08+00:00;  https://data.winnipeg.ca/d/du7c-8488 ;Daily Adult Mosquito Trap Data - The data comes from the Insect Control adult mosquito traps located in the City of Winnipeg and 10 km outside the city limits.  The exact locations of the data have not been provided due to privacy issues. In the past, the file format has met FIPPA requirements.
1031;Census 2006 -  Citizenship & Immigration ; winnipeg  ;749;299;2017-04-19 20:39:47+00:00;  https://data.winnipeg.ca/d/g66p-wwve ;Census 2006 -  Citizenship & Immigration - The country, place of birth, period of immigration, generation status, and recent immigration of people living in neighbourhoods, neighbourhood clusters, wards, community areas, and custom areas including downtown and the entire city.
1032;Public Notices ; winnipeg  ;709;61;2017-11-23 11:01:22+00:00;  https://data.winnipeg.ca/d/gnxp-9hpt ;Public Notices - Public Notices pertaining to Variances and Conditional Uses
1033;Parking Contravention (Citations) ; winnipeg  ;616;103;2017-11-18 12:12:30+00:00;  https://data.winnipeg.ca/d/bhrt-29rb ;Parking Contravention (Citations) - Monthly Parking Contravention starting in 2010. This dataset includes geolocation where this information is available, and includes a reference to the bylaw that was violated.
1034;By-Law Investigations ; winnipeg  ;601;105;2017-05-08 20:51:26+00:00;  https://data.winnipeg.ca/d/eye3-guud ;By-Law Investigations - Number of By-Law Investigations Initiated (311 service requests both external (public-generated) and internal (BEO generated) including neighbourhood information (not addresses).
1035;ce ; winnipeg  ;580;256;2017-11-01 11:46:59+00:00;  https://data.winnipeg.ca/d/8sxq-tscb ;311 Performance Metric - Service Request By Department
1036;Pool Facility Usage ; winnipeg  ;561;96;2017-04-19 20:42:36+00:00;  https://data.winnipeg.ca/d/j4s8-s9ap ;Pool Facility Usage - Basic information about swimming activities (bookings) that have been scheduled at City of Winnipeg facilities.  The data is located in the ActiveNet system which is a managed hosted system. Includes facility, type of activity (lane usage, public swim times, shallow end bookings, deep end bookings, etc.). Data has been modified to remove customer information such as names, address, etc. 
1037;Capital Budget - 2014 ; winnipeg  ;559;274;2017-04-19 20:40:23+00:00;  https://data.winnipeg.ca/d/hk5w-mj8b ;Capital Budget - 2014 - City of Winnipeg capital budget for 2014 including 5 year forecast.
1038;Census 2006 - Total Population By Census Year ; winnipeg  ;555;273;2017-04-19 20:43:47+00:00;  https://data.winnipeg.ca/d/bfic-t43j ;Census 2006 - Total Population By Census Year - Total population, land area, and population density of neighbourhoods, neighbourhood clusters, wards, community areas, and custom areas including downtown and the entire city beginning with the 1971 census.
1039;Census 2006 - Population By Age ; winnipeg  ;527;262;2017-04-19 20:44:12+00:00;  https://data.winnipeg.ca/d/hiqy-dd38 ;Census 2006 - Population By Age - Population of neighbourhoods, neighbourhood clusters, wards, community areas, and custom areas including downtown and the entire city, by age in 5 and 10 year ranges, and by gender.
1040;Census 2001 - Income ; winnipeg  ;520;246;2017-04-19 20:47:51+00:00;  https://data.winnipeg.ca/d/x6kn-ttmm ;Census 2001 - Income - Characteristics of income (composition of income, employment income, annual income, and incidence of low income) organized by neighbourhoods, neighbourhood clusters, wards, community areas, and custom areas including downtown and the entire city.
1041;Census 2006 -  Education ; winnipeg  ;455;250;2017-04-19 20:46:05+00:00;  https://data.winnipeg.ca/d/8xwc-nv6i ;Census 2006 -  Education - Attendance and highest level of education organized by neighbourhoods, neighbourhood clusters, wards, community areas, and custom areas including downtown and the entire city.
1042;Adopted Operating Budget By Service - 2014 ; winnipeg  ;455;232;2017-04-19 20:45:55+00:00;  https://data.winnipeg.ca/d/kguz-c6g7 ;Adopted Operating Budget By Service - 2014 - City of Winnipeg Adopted Operating Budget By Service (and Sub Service).
1043;311 Incoming Calls By Day ; winnipeg  ;434;312;2017-11-23 10:17:45+00:00;  https://data.winnipeg.ca/d/p3xc-y6xi ;311 Incoming Calls By Day - Amount of incoming calls 311 recieves per day
1044;311 Performance Metric - Incoming Calls ; winnipeg  ;423;227;2017-11-01 09:25:24+00:00;  https://data.winnipeg.ca/d/j8ic-9uaj ;311 Performance Metric - Incoming Calls - Total incoming calls.  Records begin January, 2013.
1045;Census 2006 - Unpaid Work ; winnipeg  ;397;279;2017-04-19 20:48:13+00:00;  https://data.winnipeg.ca/d/meft-5hyq ;Census 2006 - Unpaid Work - Characteristics of unpaid work (housework, childcare, assistance to seniors) organized by neighbourhoods, neighbourhood clusters, wards, community areas, and custom areas including downtown and the entire city.
1046;Census 2006 - Dwelling ; winnipeg  ;397;273;2017-04-19 20:47:43+00:00;  https://data.winnipeg.ca/d/cem6-ktqa ;Census 2006 - Dwelling - Characteristics of a dwelling (type, tenure, condition, period of construction, and costs) organized by neighbourhoods, neighbourhood clusters, wards, community areas, and custom areas including downtown and the entire city.
1047;Historical Resources ; winnipeg  ;397;118;2017-11-01 12:49:11+00:00;  https://data.winnipeg.ca/d/ptpx-kgiu ;Historical Resources - Information on Historic properties and buildings for Winnipeg (Past, Present, and Future)
1048;Census 2001 -  Citizenship & Immigration ; winnipeg  ;378;235;2017-04-19 20:57:05+00:00;  https://data.winnipeg.ca/d/rhq9-kq2k ;Census 2001 -  Citizenship & Immigration - The country, place of birth, period of immigration, generation status, recent immigration of people living in neighbourhoods, neighbourhood clusters, wards, community areas, and custom areas including downtown and the entire city.
1049;Tree Inventory ; winnipeg  ;375;42;2017-11-18 12:28:58+00:00;  https://data.winnipeg.ca/d/hfwk-jp4h ;Tree Inventory - Detailed list and map of all public trees located in the City of Winnipeg, including botanical name, common name and precise location.
1050;311 Performance Metric - Interaction By Channel ; winnipeg  ;360;234;2017-11-01 11:09:31+00:00;  https://data.winnipeg.ca/d/485c-dk3k ;311 Performance Metric - Interaction By Channel - Total interactions by channel by year and month. Channel Type Domain: Mail In, Self Service, Social Media, Voice In, e-mail In Records begin January 2013.
1051; Request ; winnipeg  ;339;273;2017-11-01 12:45:36+00:00;  https://data.winnipeg.ca/d/q9vf-x4p8 ;311 Performance Metric - Service Request vs Information Request
1052;Park Asset Inventory ; winnipeg  ;322;41;2017-11-23 11:00:06+00:00;  https://data.winnipeg.ca/d/dk7c-zxyd ;Park Asset Inventory - A comprehensive database of assets managed by the Parks and Open Space division. The asset inventory includes everything from Parks down to fixtures in the park (such as benches and play structures). Includes asset ID, asset class, asset type, gps location, asset size, and whether it's the primary asset in that location. For example, in the case of athletic fields, asset size indicates whether the field is full or a reduced size. The Primary Field indicates whether that asset is the primary entity for that location. For polygon shapes please see https://data.winnipeg.ca/Parks/Map-of-Park-Asset-Inventory/9qbp-pngj
